species,move,level
Raticate,Hidden Power,0
Raticate,Hidden Power Bug,0
Raticate,Hidden Power Dark,0
Raticate,Hidden Power Dragon,0
Raticate,Hidden Power Electric,0
Raticate,Hidden Power Fairy,0
Raticate,Hidden Power Fighting,0
Raticate,Hidden Power Fire,0
Raticate,Hidden Power Flying,0
Raticate,Hidden Power Ghost,0
Raticate,Hidden Power Grass,0
Raticate,Hidden Power Ground,0
Raticate,Hidden Power Ice,0
Raticate,Hidden Power Poison,0
Raticate,Hidden Power Psychic,0
Raticate,Hidden Power Rock,0
Raticate,Hidden Power Steel,0
Raticate,Hidden Power Water,0
Raticate,Hyper Beam,0
Raticate,Hyper Fang,16
Raticate,Ice Beam,0
Raticate,Protect,0
Raticate,Pursuit,13
Raticate,Quick Attack,4
Raticate,Rain Dance,0
Raticate,Rest,0
Raticate,Retaliate,0
Raticate,Return,0
Raticate,Roar,0
Raticate,Roar of Time,0
Raticate,Rock Smash,0
Raticate,Round,0
Raticate,Scary Face,20
Raticate,Shadow Ball,0
Raticate,Sleep Talk,0
Raticate,Strength,0
Raticate,Strength Sap,0
Raticate,Substitute,0
Raticate,Sucker Punch,19
Raticate,Sucker Punch [SM],19
Raticate,Sunny Day,0
Raticate,Super Fang,34
Raticate,Swagger,0
Raticate,Swagger [SM],0
Raticate,Swords Dance,0
Raticate,Taunt,0
Raticate,Thief,0
Raticate,Thunder,0
Raticate,Thunder Cage,0
Raticate,Thunder Fang,0
Raticate,Thunder Punch,0
Raticate,Thunder Shock,0
Raticate,Thunder Wave,0
Raticate,Thunder Wave [SM],0
Raticate,Thunderbolt,0
Raticate,Thunderous Kick,0
Raticate,Toxic,0
Raticate,Toxic Spikes,0
Raticate,Toxic Threads,0
Raticate,U-Turn,0
Raticate,Wild Charge,0
Raticate Alola,Assurance,29
Raticate Alola,Attract,0
Raticate Alola,Bite,10
Raticate Alola,Blizzard,0
Raticate Alola,Charge Beam,0
Raticate Alola,Crunch,24
Raticate Alola,Cut,0
Raticate Alola,Dig,0
Raticate Alola,Double Team,0
Raticate Alola,Double-Edge,39
Raticate Alola,Endeavor,44
Raticate Alola,Facade,0
Raticate Alola,Focus Energy,7
Raticate Alola,Frustration,0
Raticate Alola,Giga Impact,0
Raticate Alola,Grass Knot,0
Raticate Alola,Hidden Power,0
Raticate Alola,Hidden Power Bug,0
Raticate Alola,Hidden Power Dark,0
Raticate Alola,Hidden Power Dragon,0
Raticate Alola,Hidden Power Electric,0
Raticate Alola,Hidden Power Fairy,0
Raticate Alola,Hidden Power Fighting,0
Raticate Alola,Hidden Power Fire,0
Raticate Alola,Hidden Power Flying,0
Raticate Alola,Hidden Power Ghost,0
Raticate Alola,Hidden Power Grass,0
Raticate Alola,Hidden Power Ground,0
Raticate Alola,Hidden Power Ice,0
Raticate Alola,Hidden Power Poison,0
Raticate Alola,Hidden Power Psychic,0
Raticate Alola,Hidden Power Rock,0
Raticate Alola,Hidden Power Steel,0
Raticate Alola,Hidden Power Water,0
Raticate Alola,Hyper Beam,0
Raticate Alola,Hyper Fang,16
Raticate Alola,Ice Beam,0
Raticate Alola,Protect,0
Raticate Alola,Pursuit,13
Raticate Alola,Quick Attack,4
Raticate Alola,Rain Dance,0
Raticate Alola,Rest,0
Raticate Alola,Retaliate,0
Raticate Alola,Return,0
Raticate Alola,Roar,0
Raticate Alola,Roar of Time,0
Raticate Alola,Rock Smash,0
Raticate Alola,Round,0
Raticate Alola,Scary Face,20
Raticate Alola,Shadow Ball,0
Raticate Alola,Sleep Talk,0
Raticate Alola,Strength,0
Raticate Alola,Strength Sap,0
Raticate Alola,Substitute,0
Raticate Alola,Sucker Punch,19
Raticate Alola,Sucker Punch [SM],19
Raticate Alola,Sunny Day,0
Raticate Alola,Super Fang,34
Raticate Alola,Swagger,0
Raticate Alola,Swagger [SM],0
Raticate Alola,Swords Dance,0
Raticate Alola,Taunt,0
Raticate Alola,Thief,0
Raticate Alola,Thunder,0
Raticate Alola,Thunder Cage,0
Raticate Alola,Thunder Fang,0
Raticate Alola,Thunder Punch,0
Raticate Alola,Thunder Shock,0
Raticate Alola,Thunder Wave,0
Raticate Alola,Thunder Wave [SM],0
Raticate Alola,Thunderbolt,0
Raticate Alola,Thunderous Kick,0
Raticate Alola,Toxic,0
Raticate Alola,Toxic Spikes,0
Raticate Alola,Toxic Threads,0
Raticate Alola,U-Turn,0
Raticate Alola,Wild Charge,0
Rattata,Assurance,25
Rattata,Attract,0
Rattata,Bite,10
Rattata,Blizzard,0
Rattata,Charge Beam,0
Rattata,Crunch,22
Rattata,Cut,0
Rattata,Dig,0
Rattata,Double Team,0
Rattata,Double-Edge,31
Rattata,Endeavor,34
Rattata,Facade,0
Rattata,Focus Energy,7
Rattata,Frustration,0
Rattata,Grass Knot,0
Rattata,Hidden Power,0
Rattata,Hidden Power Bug,0
Rattata,Hidden Power Dark,0
Rattata,Hidden Power Dragon,0
Rattata,Hidden Power Electric,0
Rattata,Hidden Power Fairy,0
Rattata,Hidden Power Fighting,0
Rattata,Hidden Power Fire,0
Rattata,Hidden Power Flying,0
Rattata,Hidden Power Ghost,0
Rattata,Hidden Power Grass,0
Rattata,Hidden Power Ground,0
Rattata,Hidden Power Ice,0
Rattata,Hidden Power Poison,0
Rattata,Hidden Power Psychic,0
Rattata,Hidden Power Rock,0
Rattata,Hidden Power Steel,0
Rattata,Hidden Power Water,0
Rattata,Hyper Fang,16
Rattata,Ice Beam,0
Rattata,Protect,0
Rattata,Pursuit,13
Rattata,Quick Attack,4
Rattata,Rain Dance,0
Rattata,Rest,0
Rattata,Retaliate,0
Rattata,Return,0
Rattata,Rock Smash,0
Rattata,Round,0
Rattata,Shadow Ball,0
Rattata,Sleep Talk,0
Rattata,Substitute,0
Rattata,Sucker Punch,19
Rattata,Sucker Punch [SM],19
Rattata,Sunny Day,0
Rattata,Super Fang,28
Rattata,Swagger,0
Rattata,Swagger [SM],0
Rattata,Tackle,1
Rattata,Tackle [SM],1
Rattata,Tail Whip,1
Rattata,Taunt,0
Rattata,Thief,0
Rattata,Thunder,0
Rattata,Thunder Cage,0
Rattata,Thunder Fang,0
Rattata,Thunder Punch,0
Rattata,Thunder Shock,0
Rattata,Thunder Wave,0
Rattata,Thunder Wave [SM],0
Rattata,Thunderbolt,0
Rattata,Thunderous Kick,0
Rattata,Toxic,0
Rattata,Toxic Spikes,0
Rattata,Toxic Threads,0
Rattata,U-Turn,0
Rattata,Wild Charge,0
Rattata Alola,Assurance,25
Rattata Alola,Attract,0
Rattata Alola,Bite,10
Rattata Alola,Blizzard,0
Rattata Alola,Charge Beam,0
Rattata Alola,Crunch,22
Rattata Alola,Cut,0
Rattata Alola,Dig,0
Rattata Alola,Double Team,0
Rattata Alola,Double-Edge,31
Rattata Alola,Endeavor,34
Rattata Alola,Facade,0
Rattata Alola,Focus Energy,7
Rattata Alola,Frustration,0
Rattata Alola,Grass Knot,0
Rattata Alola,Hidden Power,0
Rattata Alola,Hidden Power Bug,0
Rattata Alola,Hidden Power Dark,0
Rattata Alola,Hidden Power Dragon,0
Rattata Alola,Hidden Power Electric,0
Rattata Alola,Hidden Power Fairy,0
Rattata Alola,Hidden Power Fighting,0
Rattata Alola,Hidden Power Fire,0
Rattata Alola,Hidden Power Flying,0
Rattata Alola,Hidden Power Ghost,0
Rattata Alola,Hidden Power Grass,0
Rattata Alola,Hidden Power Ground,0
Rattata Alola,Hidden Power Ice,0
Rattata Alola,Hidden Power Poison,0
Rattata Alola,Hidden Power Psychic,0
Rattata Alola,Hidden Power Rock,0
Rattata Alola,Hidden Power Steel,0
Rattata Alola,Hidden Power Water,0
Rattata Alola,Hyper Fang,16
Rattata Alola,Ice Beam,0
Rattata Alola,Protect,0
Rattata Alola,Pursuit,13
Rattata Alola,Quick Attack,4
Rattata Alola,Rain Dance,0
Rattata Alola,Rest,0
Rattata Alola,Retaliate,0
Rattata Alola,Return,0
Rattata Alola,Rock Smash,0
Rattata Alola,Round,0
Rattata Alola,Shadow Ball,0
Rattata Alola,Sleep Talk,0
Rattata Alola,Substitute,0
Rattata Alola,Sucker Punch,19
Rattata Alola,Sucker Punch [SM],19
Rattata Alola,Sunny Day,0
Rattata Alola,Super Fang,28
Rattata Alola,Swagger,0
Rattata Alola,Swagger [SM],0
Rattata Alola,Tackle,1
Rattata Alola,Tackle [SM],1
Rattata Alola,Tail Whip,1
Rattata Alola,Taunt,0
Rattata Alola,Thief,0
Rattata Alola,Thunder,0
Rattata Alola,Thunder Cage,0
Rattata Alola,Thunder Fang,0
Rattata Alola,Thunder Punch,0
Rattata Alola,Thunder Shock,0
Rattata Alola,Thunder Wave,0
Rattata Alola,Thunder Wave [SM],0
Rattata Alola,Thunderbolt,0
Rattata Alola,Thunderous Kick,0
Rattata Alola,Toxic,0
Rattata Alola,Toxic Spikes,0
Rattata Alola,Toxic Threads,0
Rattata Alola,U-Turn,0
Rattata Alola,Wild Charge,0
Rayquaza,Aerial Ace,0
Rayquaza,Air Slash,35
Rayquaza,Ancient Power,45
Rayquaza,Blizzard,0
Rayquaza,Brick Break,0
Rayquaza,Bulk Up,0
Rayquaza,Bulldoze,0
Rayquaza,Crunch,15
Rayquaza,Dive,0
Rayquaza,Double Team,0
Rayquaza,Dragon Claw,0
Rayquaza,Dragon Dance,60
Rayquaza,Dragon Pulse,90
Rayquaza,Dragon Tail,0
Rayquaza,Earthquake,0
Rayquaza,Echoed Voice,0
Rayquaza,Energy Ball,0
Rayquaza,Extreme Speed,75
Rayquaza,Facade,0
Rayquaza,Fire Blast,0
Rayquaza,Flamethrower,0
Rayquaza,Fling,0
Rayquaza,Fly,0
Rayquaza,Flying Press,0
Rayquaza,Flying Press [SM],0
Rayquaza,Focus Blast,0
Rayquaza,Frustration,0
Rayquaza,Giga Impact,0
Rayquaza,Gyro Ball,0
Rayquaza,Hidden Power,0
Rayquaza,Hidden Power Bug,0
Rayquaza,Hidden Power Dark,0
Rayquaza,Hidden Power Dragon,0
Rayquaza,Hidden Power Electric,0
Rayquaza,Hidden Power Fairy,0
Rayquaza,Hidden Power Fighting,0
Rayquaza,Hidden Power Fire,0
Rayquaza,Hidden Power Flying,0
Rayquaza,Hidden Power Ghost,0
Rayquaza,Hidden Power Grass,0
Rayquaza,Hidden Power Ground,0
Rayquaza,Hidden Power Ice,0
Rayquaza,Hidden Power Poison,0
Rayquaza,Hidden Power Psychic,0
Rayquaza,Hidden Power Rock,0
Rayquaza,Hidden Power Steel,0
Rayquaza,Hidden Power Water,0
Rayquaza,Hone Claws,0
Rayquaza,Hyper Beam,0
Rayquaza,Hyper Voice,20
Rayquaza,Ice Beam,0
Rayquaza,Incinerate,0
Rayquaza,Outrage,50
Rayquaza,Overheat,0
Rayquaza,Protect,0
Rayquaza,Psych Up,0
Rayquaza,Rain Dance,0
Rayquaza,Rest,0
Rayquaza,Return,0
Rayquaza,Roar,0
Rayquaza,Roar of Time,0
Rayquaza,Rock Slide,0
Rayquaza,Rock Smash,0
Rayquaza,Rock Tomb,0
Rayquaza,Round,0
Rayquaza,Sandstorm,0
Rayquaza,Scary Face,5
Rayquaza,Shadow Claw,0
Rayquaza,Sky Drop,0
Rayquaza,Sleep Talk,0
Rayquaza,Solar Beam,0
Rayquaza,Stone Edge,0
Rayquaza,Strength,0
Rayquaza,Strength Sap,0
Rayquaza,Substitute,0
Rayquaza,Sunny Day,0
Rayquaza,Surf,0
Rayquaza,Swagger,0
Rayquaza,Swagger [SM],0
Rayquaza,Swords Dance,0
Rayquaza,Thunder,0
Rayquaza,Thunder Cage,0
Rayquaza,Thunder Fang,0
Rayquaza,Thunder Punch,0
Rayquaza,Thunder Shock,0
Rayquaza,Thunder Wave,0
Rayquaza,Thunder Wave [SM],0
Rayquaza,Thunderbolt,0
Rayquaza,Thunderous Kick,0
Rayquaza,Toxic,0
Rayquaza,Toxic Spikes,0
Rayquaza,Toxic Threads,0
Rayquaza,Twister,1
Rayquaza,Waterfall,0
Rayquaza Mega Evolution,Aerial Ace,0
Rayquaza Mega Evolution,Air Slash,35
Rayquaza Mega Evolution,Ancient Power,45
Rayquaza Mega Evolution,Blizzard,0
Rayquaza Mega Evolution,Brick Break,0
Rayquaza Mega Evolution,Bulk Up,0
Rayquaza Mega Evolution,Bulldoze,0
Rayquaza Mega Evolution,Crunch,15
Rayquaza Mega Evolution,Dive,0
Rayquaza Mega Evolution,Double Team,0
Rayquaza Mega Evolution,Dragon Claw,0
Rayquaza Mega Evolution,Dragon Dance,60
Rayquaza Mega Evolution,Dragon Pulse,90
Rayquaza Mega Evolution,Dragon Tail,0
Rayquaza Mega Evolution,Earthquake,0
Rayquaza Mega Evolution,Echoed Voice,0
Rayquaza Mega Evolution,Energy Ball,0
Rayquaza Mega Evolution,Extreme Speed,75
Rayquaza Mega Evolution,Facade,0
Rayquaza Mega Evolution,Fire Blast,0
Rayquaza Mega Evolution,Flamethrower,0
Rayquaza Mega Evolution,Fling,0
Rayquaza Mega Evolution,Fly,0
Rayquaza Mega Evolution,Flying Press,0
Rayquaza Mega Evolution,Flying Press [SM],0
Rayquaza Mega Evolution,Focus Blast,0
Rayquaza Mega Evolution,Frustration,0
Rayquaza Mega Evolution,Giga Impact,0
Rayquaza Mega Evolution,Gyro Ball,0
Rayquaza Mega Evolution,Hidden Power,0
Rayquaza Mega Evolution,Hidden Power Bug,0
Rayquaza Mega Evolution,Hidden Power Dark,0
Rayquaza Mega Evolution,Hidden Power Dragon,0
Rayquaza Mega Evolution,Hidden Power Electric,0
Rayquaza Mega Evolution,Hidden Power Fairy,0
Rayquaza Mega Evolution,Hidden Power Fighting,0
Rayquaza Mega Evolution,Hidden Power Fire,0
Rayquaza Mega Evolution,Hidden Power Flying,0
Rayquaza Mega Evolution,Hidden Power Ghost,0
Rayquaza Mega Evolution,Hidden Power Grass,0
Rayquaza Mega Evolution,Hidden Power Ground,0
Rayquaza Mega Evolution,Hidden Power Ice,0
Rayquaza Mega Evolution,Hidden Power Poison,0
Rayquaza Mega Evolution,Hidden Power Psychic,0
Rayquaza Mega Evolution,Hidden Power Rock,0
Rayquaza Mega Evolution,Hidden Power Steel,0
Rayquaza Mega Evolution,Hidden Power Water,0
Rayquaza Mega Evolution,Hone Claws,0
Rayquaza Mega Evolution,Hyper Beam,0
Rayquaza Mega Evolution,Hyper Voice,20
Rayquaza Mega Evolution,Ice Beam,0
Rayquaza Mega Evolution,Incinerate,0
Rayquaza Mega Evolution,Outrage,50
Rayquaza Mega Evolution,Overheat,0
Rayquaza Mega Evolution,Protect,0
Rayquaza Mega Evolution,Psych Up,0
Rayquaza Mega Evolution,Rain Dance,0
Rayquaza Mega Evolution,Rest,0
Rayquaza Mega Evolution,Return,0
Rayquaza Mega Evolution,Roar,0
Rayquaza Mega Evolution,Roar of Time,0
Rayquaza Mega Evolution,Rock Slide,0
Rayquaza Mega Evolution,Rock Smash,0
Rayquaza Mega Evolution,Rock Tomb,0
Rayquaza Mega Evolution,Round,0
Rayquaza Mega Evolution,Sandstorm,0
Rayquaza Mega Evolution,Scary Face,5
Rayquaza Mega Evolution,Shadow Claw,0
Rayquaza Mega Evolution,Sky Drop,0
Rayquaza Mega Evolution,Sleep Talk,0
Rayquaza Mega Evolution,Solar Beam,0
Rayquaza Mega Evolution,Stone Edge,0
Rayquaza Mega Evolution,Strength,0
Rayquaza Mega Evolution,Strength Sap,0
Rayquaza Mega Evolution,Substitute,0
Rayquaza Mega Evolution,Sunny Day,0
Rayquaza Mega Evolution,Surf,0
Rayquaza Mega Evolution,Swagger,0
Rayquaza Mega Evolution,Swagger [SM],0
Rayquaza Mega Evolution,Swords Dance,0
Rayquaza Mega Evolution,Thunder,0
Rayquaza Mega Evolution,Thunder Cage,0
Rayquaza Mega Evolution,Thunder Fang,0
Rayquaza Mega Evolution,Thunder Punch,0
Rayquaza Mega Evolution,Thunder Shock,0
Rayquaza Mega Evolution,Thunder Wave,0
Rayquaza Mega Evolution,Thunder Wave [SM],0
Rayquaza Mega Evolution,Thunderbolt,0
Rayquaza Mega Evolution,Thunderous Kick,0
Rayquaza Mega Evolution,Toxic,0
Rayquaza Mega Evolution,Toxic Spikes,0
Rayquaza Mega Evolution,Toxic Threads,0
Rayquaza Mega Evolution,Twister,1
Rayquaza Mega Evolution,Waterfall,0
Regice,Amnesia,41
Regice,Ancient Power,33
Regice,Blizzard,0
Regice,Brick Break,0
Regice,Bulldoze,0
Regice,Charge Beam,0
Regice,Confide,0
Regice,Curse,17
Regice,Double Team,0
Regice,Earthquake,0
Regice,Explosion,0
Regice,Facade,0
Regice,Flash Cannon,0
Regice,Fling,0
Regice,Focus Blast,0
Regice,Frost Breath,0
Regice,Frustration,0
Regice,Giga Impact,0
Regice,Hail,0
Regice,Hammer Arm,81
Regice,Hidden Power,0
Regice,Hidden Power Bug,0
Regice,Hidden Power Dark,0
Regice,Hidden Power Dragon,0
Regice,Hidden Power Electric,0
Regice,Hidden Power Fairy,0
Regice,Hidden Power Fighting,0
Regice,Hidden Power Fire,0
Regice,Hidden Power Flying,0
Regice,Hidden Power Ghost,0
Regice,Hidden Power Grass,0
Regice,Hidden Power Ground,0
Regice,Hidden Power Ice,0
Regice,Hidden Power Poison,0
Regice,Hidden Power Psychic,0
Regice,Hidden Power Rock,0
Regice,Hidden Power Steel,0
Regice,Hidden Power Water,0
Regice,Hyper Beam,0
Regice,Ice Beam,0
Regice,Icy Wind,9
Regice,Lock-On,57
Regice,Power-Up Punch,0
Regice,Protect,0
Regice,Psych Up,0
Regice,Rain Dance,0
Regice,Rest,0
Regice,Return,0
Regice,Rock Polish,0
Regice,Rock Slide,0
Regice,Rock Smash,0
Regice,Rock Tomb,0
Regice,Round,0
Regice,Safeguard,0
Regice,Sleep Talk,0
Regice,Stomp,1
Regice,Stomping Tantrum,1
Regice,Strength,0
Regice,Strength Sap,0
Regice,Substitute,0
Regice,Superpower,25
Regice,Swagger,0
Regice,Swagger [SM],0
Regice,Thunder,0
Regice,Thunder Cage,0
Regice,Thunder Fang,0
Regice,Thunder Punch,0
Regice,Thunder Shock,0
Regice,Thunder Wave,0
Regice,Thunder Wave [SM],0
Regice,Thunderbolt,0
Regice,Thunderous Kick,0
Regice,Toxic,0
Regice,Toxic Spikes,0
Regice,Toxic Threads,0
Regice,Zap Cannon,65
Regigigas,Aerial Ace,0
Regigigas,Brick Break,0
Regigigas,Bulldoze,0
Regigigas,Confide,0
Regigigas,Confuse Ray,1
Regigigas,Crush Grip,75
Regigigas,Dizzy Punch,1
Regigigas,Double Team,0
Regigigas,Earthquake,0
Regigigas,Facade,0
Regigigas,Fling,0
Regigigas,Focus Blast,0
Regigigas,Foresight,1
Regigigas,Frustration,0
Regigigas,Giga Impact,0
Regigigas,Heavy Slam,90
Regigigas,Hidden Power,0
Regigigas,Hidden Power Bug,0
Regigigas,Hidden Power Dark,0
Regigigas,Hidden Power Dragon,0
Regigigas,Hidden Power Electric,0
Regigigas,Hidden Power Fairy,0
Regigigas,Hidden Power Fighting,0
Regigigas,Hidden Power Fire,0
Regigigas,Hidden Power Flying,0
Regigigas,Hidden Power Ghost,0
Regigigas,Hidden Power Grass,0
Regigigas,Hidden Power Ground,0
Regigigas,Hidden Power Ice,0
Regigigas,Hidden Power Poison,0
Regigigas,Hidden Power Psychic,0
Regigigas,Hidden Power Rock,0
Regigigas,Hidden Power Steel,0
Regigigas,Hidden Power Water,0
Regigigas,Hyper Beam,0
Regigigas,Nature Power,0
Regigigas,Payback,0
Regigigas,Power-Up Punch,0
Regigigas,Psych Up,0
Regigigas,Rain Dance,0
Regigigas,Retaliate,0
Regigigas,Return,0
Regigigas,Revenge,25
Regigigas,Rock Polish,0
Regigigas,Rock Slide,0
Regigigas,Rock Smash,0
Regigigas,Rock Tomb,0
Regigigas,Round,0
Regigigas,Safeguard,0
Regigigas,Sleep Talk,0
Regigigas,Smack Down,0
Regigigas,Stomp,1
Regigigas,Stomping Tantrum,1
Regigigas,Stone Edge,0
Regigigas,Strength,0
Regigigas,Strength Sap,0
Regigigas,Substitute,0
Regigigas,Sunny Day,0
Regigigas,Swagger,0
Regigigas,Swagger [SM],0
Regigigas,Thunder,0
Regigigas,Thunder Cage,0
Regigigas,Thunder Fang,0
Regigigas,Thunder Punch,0
Regigigas,Thunder Shock,0
Regigigas,Thunder Wave,0
Regigigas,Thunder Wave [SM],0
Regigigas,Thunderbolt,0
Regigigas,Thunderous Kick,0
Regigigas,Toxic,0
Regigigas,Toxic Spikes,0
Regigigas,Toxic Threads,0
Regigigas,Wide Guard,40
Regigigas,Zen Headbutt,50
Regirock,Ancient Power,33
Regirock,Brick Break,0
Regirock,Bulldoze,0
Regirock,Charge Beam,0
Regirock,Confide,0
Regirock,Curse,17
Regirock,Dig,0
Regirock,Double Team,0
Regirock,Earthquake,0
Regirock,Explosion,0
Regirock,Facade,0
Regirock,Fling,0
Regirock,Focus Blast,0
Regirock,Frustration,0
Regirock,Giga Impact,0
Regirock,Hammer Arm,81
Regirock,Hidden Power,0
Regirock,Hidden Power Bug,0
Regirock,Hidden Power Dark,0
Regirock,Hidden Power Dragon,0
Regirock,Hidden Power Electric,0
Regirock,Hidden Power Fairy,0
Regirock,Hidden Power Fighting,0
Regirock,Hidden Power Fire,0
Regirock,Hidden Power Flying,0
Regirock,Hidden Power Ghost,0
Regirock,Hidden Power Grass,0
Regirock,Hidden Power Ground,0
Regirock,Hidden Power Ice,0
Regirock,Hidden Power Poison,0
Regirock,Hidden Power Psychic,0
Regirock,Hidden Power Rock,0
Regirock,Hidden Power Steel,0
Regirock,Hidden Power Water,0
Regirock,Hyper Beam,0
Regirock,Iron Defense,41
Regirock,Lock-On,57
Regirock,Power-Up Punch,0
Regirock,Protect,0
Regirock,Psych Up,0
Regirock,Rest,0
Regirock,Return,0
Regirock,Rock Polish,0
Regirock,Rock Slide,0
Regirock,Rock Smash,0
Regirock,Rock Throw,9
Regirock,Rock Tomb,0
Regirock,Round,0
Regirock,Safeguard,0
Regirock,Sandstorm,0
Regirock,Sleep Talk,0
Regirock,Smack Down,0
Regirock,Stomp,1
Regirock,Stomping Tantrum,1
Regirock,Stone Edge,0
Regirock,Strength,0
Regirock,Strength Sap,0
Regirock,Substitute,0
Regirock,Sunny Day,0
Regirock,Superpower,25
Regirock,Swagger,0
Regirock,Swagger [SM],0
Regirock,Thunder,0
Regirock,Thunder Cage,0
Regirock,Thunder Fang,0
Regirock,Thunder Punch,0
Regirock,Thunder Shock,0
Regirock,Thunder Wave,0
Regirock,Thunder Wave [SM],0
Regirock,Thunderbolt,0
Regirock,Thunderous Kick,0
Regirock,Toxic,0
Regirock,Toxic Spikes,0
Regirock,Toxic Threads,0
Regirock,Zap Cannon,65
Registeel,Aerial Ace,0
Registeel,Amnesia,41
Registeel,Ancient Power,33
Registeel,Brick Break,0
Registeel,Bulldoze,0
Registeel,Charge Beam,0
Registeel,Confide,0
Registeel,Curse,17
Registeel,Double Team,0
Registeel,Earthquake,0
Registeel,Explosion,0
Registeel,Facade,0
Registeel,Flash Cannon,0
Registeel,Fling,0
Registeel,Focus Blast,0
Registeel,Frustration,0
Registeel,Giga Impact,0
Registeel,Hammer Arm,81
Registeel,Hidden Power,0
Registeel,Hidden Power Bug,0
Registeel,Hidden Power Dark,0
Registeel,Hidden Power Dragon,0
Registeel,Hidden Power Electric,0
Registeel,Hidden Power Fairy,0
Registeel,Hidden Power Fighting,0
Registeel,Hidden Power Fire,0
Registeel,Hidden Power Flying,0
Registeel,Hidden Power Ghost,0
Registeel,Hidden Power Grass,0
Registeel,Hidden Power Ground,0
Registeel,Hidden Power Ice,0
Registeel,Hidden Power Poison,0
Registeel,Hidden Power Psychic,0
Registeel,Hidden Power Rock,0
Registeel,Hidden Power Steel,0
Registeel,Hidden Power Water,0
Registeel,Hone Claws,0
Registeel,Hyper Beam,0
Registeel,Iron Defense,41
Registeel,Iron Head,73
Registeel,Lock-On,57
Registeel,Metal Claw,9
Registeel,Power-Up Punch,0
Registeel,Protect,0
Registeel,Psych Up,0
Registeel,Rain Dance,0
Registeel,Rest,0
Registeel,Return,0
Registeel,Rock Polish,0
Registeel,Rock Slide,0
Registeel,Rock Smash,0
Registeel,Rock Tomb,0
Registeel,Round,0
Registeel,Safeguard,0
Registeel,Sandstorm,0
Registeel,Shadow Claw,0
Registeel,Sleep Talk,0
Registeel,Stomp,1
Registeel,Stomping Tantrum,1
Registeel,Strength,0
Registeel,Strength Sap,0
Registeel,Substitute,0
Registeel,Sunny Day,0
Registeel,Superpower,25
Registeel,Swagger,0
Registeel,Swagger [SM],0
Registeel,Thunder,0
Registeel,Thunder Cage,0
Registeel,Thunder Fang,0
Registeel,Thunder Punch,0
Registeel,Thunder Shock,0
Registeel,Thunder Wave,0
Registeel,Thunder Wave [SM],0
Registeel,Thunderbolt,0
Registeel,Thunderous Kick,0
Registeel,Toxic,0
Registeel,Toxic Spikes,0
Registeel,Toxic Threads,0
Registeel,Zap Cannon,65
Relicanth,Ancient Power,43
Relicanth,Attract,0
Relicanth,Blizzard,0
Relicanth,Bulldoze,0
Relicanth,Calm Mind,0
Relicanth,Dive,0
Relicanth,Double Team,0
Relicanth,Double-Edge,50
Relicanth,Earthquake,0
Relicanth,Facade,0
Relicanth,Frustration,0
Relicanth,Giga Impact,0
Relicanth,Hail,0
Relicanth,Harden,1
Relicanth,Head Smash,78
Relicanth,Hidden Power,0
Relicanth,Hidden Power Bug,0
Relicanth,Hidden Power Dark,0
Relicanth,Hidden Power Dragon,0
Relicanth,Hidden Power Electric,0
Relicanth,Hidden Power Fairy,0
Relicanth,Hidden Power Fighting,0
Relicanth,Hidden Power Fire,0
Relicanth,Hidden Power Flying,0
Relicanth,Hidden Power Ghost,0
Relicanth,Hidden Power Grass,0
Relicanth,Hidden Power Ground,0
Relicanth,Hidden Power Ice,0
Relicanth,Hidden Power Poison,0
Relicanth,Hidden Power Psychic,0
Relicanth,Hidden Power Rock,0
Relicanth,Hidden Power Steel,0
Relicanth,Hidden Power Water,0
Relicanth,Hydro Pump,71
Relicanth,Hyper Beam,0
Relicanth,Ice Beam,0
Relicanth,Mud Sport,36
Relicanth,Protect,0
Relicanth,Psych Up,0
Relicanth,Rain Dance,0
Relicanth,Rest,0
Relicanth,Return,0
Relicanth,Rock Polish,0
Relicanth,Rock Slide,0
Relicanth,Rock Smash,0
Relicanth,Rock Tomb,0
Relicanth,Round,0
Relicanth,Safeguard,0
Relicanth,Sandstorm,0
Relicanth,Scald,0
Relicanth,Sleep Talk,0
Relicanth,Smack Down,0
Relicanth,Stone Edge,0
Relicanth,Substitute,0
Relicanth,Surf,0
Relicanth,Swagger,0
Relicanth,Swagger [SM],0
Relicanth,Tackle,1
Relicanth,Tackle [SM],1
Relicanth,Take Down,29
Relicanth,Toxic,0
Relicanth,Toxic Spikes,0
Relicanth,Toxic Threads,0
Relicanth,Water Gun,8
Relicanth,Waterfall,0
Relicanth,Yawn,22
Remoraid,Attract,0
Remoraid,Aurora Beam,14
Remoraid,Blizzard,0
Remoraid,Bubble Beam,18
Remoraid,Bullet Seed,38
Remoraid,Charge Beam,0
Remoraid,Dive,0
Remoraid,Double Team,0
Remoraid,Facade,0
Remoraid,Fire Blast,0
Remoraid,Flamethrower,0
Remoraid,Focus Energy,22
Remoraid,Frustration,0
Remoraid,Hidden Power,0
Remoraid,Hidden Power Bug,0
Remoraid,Hidden Power Dark,0
Remoraid,Hidden Power Dragon,0
Remoraid,Hidden Power Electric,0
Remoraid,Hidden Power Fairy,0
Remoraid,Hidden Power Fighting,0
Remoraid,Hidden Power Fire,0
Remoraid,Hidden Power Flying,0
Remoraid,Hidden Power Ghost,0
Remoraid,Hidden Power Grass,0
Remoraid,Hidden Power Ground,0
Remoraid,Hidden Power Ice,0
