Pokemon,Acrobatics,Acro Mod,Athletics,Athl Mod,Charm,Charm Mod,Combat,Com Mod,Command,Cmd Mod,Gen Ed,Gen Mod,Med Ed,Med Mod,Occult Ed,Occ Mod,Poke Ed,Poke Mod,Tech Ed,Tech Mod,Focus,Focus Mod,Guile,Guile Mod,Intimidate,Intim Mod,Intuition,Int Mod,Perception,Per Mod,Stealth,Slth Mod,Survival,Sur Mod
Litwick,2,+2,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Lombre,3,+0,3,+1,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Lopunny,3,+0,4,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Lotad,1,+1,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Loudred,2,+0,3,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,1,+1,2,+0
Lucario,4,+1,4,+2,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+1,2,+0,2,+0,2,+0,3,+3,2,+2,2,+0
Ludicolo,3,+2,4,+0,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Lugia,4,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+6,2,+0,2,+0,2,+0,5,+6,3,+0,2,+0
Lumineon,4,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Lunatone,2,+0,4,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,4,+1,3,+1,2,+0
Luvdisc,3,+2,3,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Luxio,2,+2,4,+1,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+1,4,+2,2,+0
Luxray,2,+2,5,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,6,+3,5,+2,2,+0
Machamp,2,+2,6,+0,2,+0,6,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Machoke,2,+2,4,+0,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Machop,3,+0,3,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Magby,2,+0,2,+1,2,+0,1,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Magcargo,1,+0,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+3,2,+0,2,+0,2,+0,4,+2,3,+2,2,+0
Magikarp,2,+0,1,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0,2,+0
Magmar,2,+0,3,+3,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+0,1,+0,2,+0
Magmortar,3,+0,4,+3,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,1,+0,2,+0
Magnemite,3,+0,2,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+1,3,+0,2,+0
Magneton,2,+1,3,+0,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+2,2,+1,2,+0
Magnezone,2,+0,4,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Makuhita,1,+0,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+0,1,+0,2,+0
Malamar,2,+0,3,+0,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+2,2,+0,2,+0,2,+0,4,+0,3,+1,2,+0
Mamoswine,2,+0,5,+1,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Manaphy,5,+2,4,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+2,4,+3,2,+0
Mandibuzz,3,+1,4,+1,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,5,+0,3,+0,2,+0
Manectric,3,+1,5,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+1,4,+1,2,+0
Mankey,3,+2,3,+2,2,+0,2,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Mantine,4,+0,4,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Mantyke,3,+0,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,2,+0,2,+0
Maractus,3,+2,4,+3,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+2,3,+1,2,+0
Mareep,3,+0,2,+0,2,+0,1,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Marill,2,+1,3,+1,2,+0,1,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+1,2,+2,2,+0
Marowak,3,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+1,4,+1,2,+0
Marshtomp,2,+0,3,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,2,+0,2,+0
Masquerain,4,+1,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,4,+0,4,+2,2,+0
Mawile,3,+0,2,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+2,4,+2,2,+0
Medicham,3,+1,5,+2,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+4,2,+0,2,+0,2,+0,3,+3,3,+0,2,+0
Meditite,2,+1,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Meganium,3,+0,5,+4,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Meloetta A,4,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Meloetta (A),4,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Meloetta-A,4,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Meloetta Aria,4,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Meloetta (Aria),4,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Meloetta-Aria,4,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,5,+2,2,+0,2,+0
Meloetta P,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meloetta (P),5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meloetta-P,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meloetta Pirouette,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meloetta (Pirouette),5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meloetta-Pirouette,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meloetta S,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meloetta (S),5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meloetta-S,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meloetta Step,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meloetta (Step),5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meloetta-Step,5,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Meowstic,3,+1,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,5,+0,4,+0,2,+0
Meowth,3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,4,+0,2,+0
Mesprit,3,+2,3,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,5,+2,4,+2,2,+0
Metagross,2,+0,5,+3,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+3,2,+0,2,+0,2,+0,4,+2,2,+0,2,+0
Metang,2,+0,4,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+3,2,+0,2,+0,2,+0,4,+1,2,+0,2,+0
Metapod,1,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Mew,4,+2,3,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+0,2,+0,2,+0,2,+0,4,+0,5,+2,2,+0
Mewtwo,4,+0,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,6,+6,2,+0,2,+0,2,+0,5,+6,3,+0,2,+0
Mienfoo,3,+1,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Mienshao,4,+1,4,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+0,4,+1,2,+0
Mightyena,2,+0,4,+2,2,+0,3,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+1,2,+1,2,+0
Milotic,4,+0,4,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Miltank,2,+0,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+2,2,+0,2,+0,2,+0,2,+2,2,+0,2,+0
Mime Jr.,3,+1,2,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+0,2,+1,2,+0
Minccino,3,+0,1,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Minun,4,+2,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,4,+2,2,+0
Misdreavus,1,+2,1,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Mismagius,2,+0,2,+0,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+3,4,+0,2,+0
Moltres,3,+0,5,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+0,2,+0,2,+0,2,+0,4,+0,2,+1,2,+0
Monferno,4,+2,4,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+3,3,+2,2,+0
Mothim,4,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,-1,2,+0,2,+0,2,+0,4,+0,3,+2,2,+0
Mr. Mime,2,+1,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+3,2,+0,2,+0,2,+0,4,+2,3,+2,2,+0
Mudkip,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+2,2,+0
Muk,1,+0,4,+1,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Munchlax,2,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,2,+0,2,+0
Munna,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+1,3,+1,2,+0
Murkrow,3,+0,2,+1,2,+0,2,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,3,+1,4,+1,2,+0
Musharna,2,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,4,+2,4,+2,2,+0
Natu,2,+1,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+1,3,+0,2,+0
Nidoking,2,+0,5,+3,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+0,1,+0,2,+0
Nidoqueen,2,+0,5,+2,2,+0,4,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+1,1,+1,2,+0
Nidoran F,2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidoran (F),2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidoran-F,2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidoran Female,2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidoran (Female),2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidoran-Female,2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidoran M,2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidoran (M),2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidoran-M,2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidoran Male,2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidoran (Male),2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidoran-Male,2,+0,2,+1,2,+0,3,-1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Nidorina,3,+0,4,+1,2,+0,3,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Nidorino,3,+0,4,+1,2,+0,3,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Nincada,4,+0,1,+2,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+2,2,+0
Ninetales,3,+2,4,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,4,+2,4,+3,2,+0
Ninjask,5,+3,3,+3,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,4,+2,2,+0
Noctowl,2,+0,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Noibat,4,+0,2,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+2,3,+2,2,+0
Noivern,6,+2,4,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+2,4,+2,2,+0
Nosepass,1,+0,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+1,2,+1,2,+0
Numel,2,+0,3,+1,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,2,+0,2,+0
Nuzleaf,3,+1,3,+1,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,4,+2,2,+0
Octillery,3,+0,4,+1,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+2,2,+0,2,+0
Oddish,2,+0,2,+0,2,+0,1,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,4,+0,2,+0
Omanyte,2,+0,2,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+0,2,+2,2,+0
Omastar,2,+0,3,+2,2,+0,3,+2,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+2,2,+0,2,+0,2,+0,3,+1,3,+2,2,+0
Onix,2,+0,4,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+1,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Oshawott,2,+2,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Pachirisu,3,+3,4,+2,2,+0,2,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+2,2,+0,2,+0,2,+0,2,+1,4,+5,2,+0
Palkia,3,+0,5,+0,2,+0,5,+3,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,5,+2,2,+0,2,+0,2,+0,4,+4,3,+0,2,+0
Palpitoad,4,+2,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+1,2,+0,2,+0
Pancham,2,+0,3,+1,2,+0,3,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+0,2,+0
Pangoro,3,+0,5,+1,2,+0,5,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Panpour,3,+2,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Pansage,3,+2,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Pansear,3,+2,3,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+1,2,+0
Paras,1,+2,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Parasect,2,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,1,+0,3,-3,2,+0
Patrat,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,4,+0,3,+0,2,+0
Pawniard,3,+0,3,+0,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,4,+1,2,+0
Pelipper,2,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,2,+0,2,+0
Persian,4,+0,3,+0,2,+0,4,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,3,+0,4,+0,2,+0
Petilil,2,+1,2,+1,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,3,+1,2,+1,2,+0
Phanpy,2,+0,3,+2,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,2,+1,2,+1,2,+0
Phantump,3,+1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+2,2,+0
Phione,4,+2,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,4,+2,4,+3,2,+0
Pichu,3,+0,2,+0,2,+0,1,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+1,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Pidgeot,4,+1,4,+2,2,+0,4,+1,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,4,+0,2,+0,2,+0,2,+0,4,+3,2,+0,2,+0
Pidgeotto,3,+2,3,+1,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+2,2,+2,2,+0
Pidgey,3,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Pidove,2,+1,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Pignite,2,+0,4,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,3,+0,3,+0,2,+0
Pikachu,3,+1,3,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+2,2,+0,2,+0,2,+0,2,+1,3,+1,2,+0
Piloswine,1,+0,3,+2,2,+0,3,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+0,2,+0,2,+0,2,+0,2,+0,2,+0,2,+0
Pineco,1,+0,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,3,+2,3,+2,2,+0
Pinsir,3,+1,5,+3,2,+0,5,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,3,+1,2,+0,2,+0,2,+0,3,+1,3,+1,2,+0
Piplup,3,+2,2,+0,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+0,3,+2,2,+0
Plusle,4,+2,3,+2,2,+0,2,+0,2,+0,1,+0,1,+0,1,+0,1,+0,1,+0,2,+0,2,+0,2,+0,2,+0,2,+1,4,+2,2,+0
